timestamp,mse,threshold,status
1774379728.1008887,6477.490831,2.520791,ANOMALIE
1774379728.2081797,5075.323717,2.520791,ANOMALIE
1774379728.291979,4905.287172,2.520791,ANOMALIE
1774379728.3698971,4005.319625,2.520791,ANOMALIE
1774379728.4379618,4201.487266,2.520791,ANOMALIE
1774379728.5243845,2905.662847,2.520791,ANOMALIE
1774379728.614547,2788.177538,2.520791,ANOMALIE
1774379728.718039,1237.009256,2.520791,ANOMALIE
1774379728.7977624,1200.945377,2.520791,ANOMALIE
1774379728.862206,0.000722,2.520791,NORMAL
1774379728.9233468,0.000722,2.520791,NORMAL
1774379728.9928486,0.000722,2.520791,NORMAL
1774379729.0857015,0.000722,2.520791,NORMAL
1774379729.156822,0.000722,2.520791,NORMAL
1774379729.2341383,0.000722,2.520791,NORMAL
1774379729.3152158,0.000722,2.520791,NORMAL
1774379729.399039,0.000722,2.520791,NORMAL
1774379729.4636164,0.000722,2.520791,NORMAL
1774379729.5515594,0.000722,2.520791,NORMAL
1774379729.615993,0.000722,2.520791,NORMAL
1774379729.695863,0.000722,2.520791,NORMAL
1774379729.765353,0.000722,2.520791,NORMAL
1774379729.849699,0.000722,2.520791,NORMAL
1774379729.9340484,0.000722,2.520791,NORMAL
1774379730.0224173,0.000722,2.520791,NORMAL
1774379730.1216266,0.000722,2.520791,NORMAL
1774379730.1969206,0.000722,2.520791,NORMAL
1774379730.2740092,0.000722,2.520791,NORMAL
1774379730.3447568,0.000722,2.520791,NORMAL
1774379730.4186423,0.000722,2.520791,NORMAL
1774379730.4931605,0.000722,2.520791,NORMAL
1774379730.577525,0.000722,2.520791,NORMAL
1774379730.6516116,0.000722,2.520791,NORMAL
1774379730.7342613,0.000722,2.520791,NORMAL
1774379730.7988205,0.000722,2.520791,NORMAL
1774379730.8585165,0.000722,2.520791,NORMAL
1774379730.9189382,0.000722,2.520791,NORMAL
1774379730.9897208,0.000722,2.520791,NORMAL
1774379731.0677917,0.000722,2.520791,NORMAL
1774379731.1526475,0.000722,2.520791,NORMAL
1774379731.223038,0.000722,2.520791,NORMAL
1774379731.3023489,0.000722,2.520791,NORMAL
1774379731.4031832,0.000722,2.520791,NORMAL
1774379731.518464,0.000722,2.520791,NORMAL
1774379731.6167226,0.000722,2.520791,NORMAL
1774379731.7014046,0.000722,2.520791,NORMAL
1774379731.7758982,0.000722,2.520791,NORMAL
1774379731.8426135,0.000722,2.520791,NORMAL
1774379731.9114017,0.000722,2.520791,NORMAL
1774379731.9846992,0.000722,2.520791,NORMAL
1774379732.0589416,0.000722,2.520791,NORMAL
1774379732.163541,0.000722,2.520791,NORMAL
1774379732.2336042,0.000722,2.520791,NORMAL
1774379732.3128204,0.000722,2.520791,NORMAL
1774379732.3932009,0.000722,2.520791,NORMAL
1774379732.4673662,0.000722,2.520791,NORMAL
1774379732.5284426,0.000722,2.520791,NORMAL
1774379732.5964255,0.000722,2.520791,NORMAL
1774379732.674531,0.000722,2.520791,NORMAL
1774379732.7659721,0.000722,2.520791,NORMAL
1774379732.8493903,0.000722,2.520791,NORMAL
1774379732.9375093,0.000722,2.520791,NORMAL
1774379733.0295908,0.000722,2.520791,NORMAL
1774379733.1047027,0.000722,2.520791,NORMAL
1774379733.1896453,0.000722,2.520791,NORMAL
1774379733.265235,0.000722,2.520791,NORMAL
1774379733.3596237,0.000722,2.520791,NORMAL
1774379733.4576528,0.000722,2.520791,NORMAL
1774379733.5375125,0.000722,2.520791,NORMAL
1774379733.6323073,0.000722,2.520791,NORMAL
1774379733.7279584,0.000722,2.520791,NORMAL
1774379733.832027,0.000722,2.520791,NORMAL
1774379733.908072,0.000722,2.520791,NORMAL
1774379733.9958415,0.000722,2.520791,NORMAL
1774379734.0645697,0.000722,2.520791,NORMAL
1774379734.153562,0.000722,2.520791,NORMAL
1774379734.23578,0.000722,2.520791,NORMAL
1774379734.304773,0.000722,2.520791,NORMAL
1774379734.409365,0.000722,2.520791,NORMAL
1774379734.4741604,0.000722,2.520791,NORMAL
1774379734.5435507,0.000722,2.520791,NORMAL
1774379734.6008327,0.000722,2.520791,NORMAL
1774379734.665648,0.000722,2.520791,NORMAL
1774379734.7321904,0.000722,2.520791,NORMAL
1774379734.8220255,0.000722,2.520791,NORMAL
1774379734.8895276,0.000722,2.520791,NORMAL
1774379734.961241,0.000722,2.520791,NORMAL
1774379735.0381365,0.000722,2.520791,NORMAL
1774379735.1476426,0.000722,2.520791,NORMAL
1774379735.2370884,0.000722,2.520791,NORMAL
1774379735.3241234,0.000722,2.520791,NORMAL
1774379735.4092753,0.000722,2.520791,NORMAL
1774379735.4741433,0.000722,2.520791,NORMAL
1774379735.537149,0.000722,2.520791,NORMAL
1774379735.598315,0.000722,2.520791,NORMAL
1774379735.6594853,0.000722,2.520791,NORMAL
1774379735.7394583,0.000722,2.520791,NORMAL
1774379735.8286355,0.000722,2.520791,NORMAL
1774379735.8995311,0.000722,2.520791,NORMAL
1774379735.9682734,0.000722,2.520791,NORMAL
1774379736.035351,0.000722,2.520791,NORMAL
1774379736.0990474,0.000722,2.520791,NORMAL
1774379736.1751266,0.000722,2.520791,NORMAL
1774379736.2448614,0.000722,2.520791,NORMAL
1774379736.3338184,0.000722,2.520791,NORMAL
1774379736.4223256,0.000722,2.520791,NORMAL
1774379736.4933069,0.000722,2.520791,NORMAL
1774379736.571771,0.000722,2.520791,NORMAL
1774379736.6321929,0.000722,2.520791,NORMAL
1774379736.6895056,0.000722,2.520791,NORMAL
1774379736.768473,0.000722,2.520791,NORMAL
1774379736.8409965,0.000722,2.520791,NORMAL
1774379736.904631,0.000722,2.520791,NORMAL
1774379736.9641774,0.000722,2.520791,NORMAL
1774379737.0369554,0.000722,2.520791,NORMAL
1774379737.1073802,0.000722,2.520791,NORMAL
1774379737.184368,0.000722,2.520791,NORMAL
1774379737.2619238,0.000722,2.520791,NORMAL
1774379737.3419912,0.000722,2.520791,NORMAL
1774379737.418281,0.000722,2.520791,NORMAL
1774379737.4826515,0.000722,2.520791,NORMAL
1774379737.5573337,0.000722,2.520791,NORMAL
1774379737.6242301,0.000722,2.520791,NORMAL
1774379737.7216902,0.000722,2.520791,NORMAL
1774379737.7838292,0.000722,2.520791,NORMAL
1774379737.8647375,0.000722,2.520791,NORMAL
1774379737.9413676,0.000722,2.520791,NORMAL
1774379738.0236716,0.000722,2.520791,NORMAL
1774379738.1206365,0.000722,2.520791,NORMAL
1774379738.2109554,0.000722,2.520791,NORMAL
1774379738.302064,0.000722,2.520791,NORMAL
1774379738.4128032,0.000722,2.520791,NORMAL
1774379738.491619,0.000722,2.520791,NORMAL
1774379738.5950427,0.000722,2.520791,NORMAL
1774379738.7045388,0.000722,2.520791,NORMAL
1774379738.7724092,0.000722,2.520791,NORMAL
1774379738.831293,0.000722,2.520791,NORMAL
1774379738.8925116,0.000722,2.520791,NORMAL
1774379738.961335,0.000722,2.520791,NORMAL
1774379739.0250764,0.000722,2.520791,NORMAL
1774379739.088977,0.000722,2.520791,NORMAL
1774379739.1524036,0.000722,2.520791,NORMAL
1774379739.2161539,0.000722,2.520791,NORMAL
1774379739.2782927,0.000722,2.520791,NORMAL
1774379739.338692,0.000722,2.520791,NORMAL
1774379739.4052708,0.000722,2.520791,NORMAL
1774379739.4652278,0.000722,2.520791,NORMAL
1774379739.518241,0.000722,2.520791,NORMAL
1774379739.573598,0.000722,2.520791,NORMAL
1774379739.6400552,0.000722,2.520791,NORMAL
1774379739.7146509,0.000722,2.520791,NORMAL
1774379739.7739668,0.000722,2.520791,NORMAL
1774379739.827029,0.000722,2.520791,NORMAL
1774379739.8825572,0.000722,2.520791,NORMAL
1774379739.944075,0.000722,2.520791,NORMAL
1774379740.009601,0.000722,2.520791,NORMAL
1774379740.0771072,0.000722,2.520791,NORMAL
1774379740.154997,0.000722,2.520791,NORMAL
1774379740.2482476,0.000722,2.520791,NORMAL
1774379740.3361325,0.000722,2.520791,NORMAL
1774379740.4056802,0.000722,2.520791,NORMAL
1774379740.5008225,0.000722,2.520791,NORMAL
1774379740.5688803,0.000722,2.520791,NORMAL
1774379740.6422038,0.000722,2.520791,NORMAL
1774379740.7422144,0.000722,2.520791,NORMAL
1774379740.8096013,0.000722,2.520791,NORMAL
1774379740.8819437,0.000722,2.520791,NORMAL
1774379740.9481287,0.000722,2.520791,NORMAL
1774379741.0287502,0.000722,2.520791,NORMAL
1774379741.0978007,0.000722,2.520791,NORMAL
1774379741.174633,0.000722,2.520791,NORMAL
1774379741.264766,0.000722,2.520791,NORMAL
1774379741.3369195,0.000722,2.520791,NORMAL
1774379741.4110074,0.000722,2.520791,NORMAL
1774379741.5070682,0.000722,2.520791,NORMAL
1774379741.568293,0.000722,2.520791,NORMAL
1774379741.6450589,0.000722,2.520791,NORMAL
1774379741.7233953,0.000722,2.520791,NORMAL
1774379741.787195,0.000722,2.520791,NORMAL
1774379741.860088,0.000722,2.520791,NORMAL
1774379741.9304101,0.000722,2.520791,NORMAL
1774379742.0014272,0.000722,2.520791,NORMAL
1774379742.0815623,0.000722,2.520791,NORMAL
1774379742.1667035,0.000722,2.520791,NORMAL
1774379742.23761,0.000722,2.520791,NORMAL
1774379742.312422,0.000722,2.520791,NORMAL
1774379742.3895957,0.000722,2.520791,NORMAL
1774379742.4605258,0.000722,2.520791,NORMAL
1774379742.5465605,0.000722,2.520791,NORMAL
1774379742.6254218,0.000722,2.520791,NORMAL
1774379742.707012,0.000722,2.520791,NORMAL
1774379742.7732725,0.000722,2.520791,NORMAL
1774379742.8451538,0.000722,2.520791,NORMAL
1774379742.90946,0.000722,2.520791,NORMAL
1774379742.968814,0.000722,2.520791,NORMAL
1774379743.036196,0.000722,2.520791,NORMAL
1774379743.1131837,0.000722,2.520791,NORMAL
1774379743.1835291,0.000722,2.520791,NORMAL
1774379743.254637,0.000722,2.520791,NORMAL
1774379743.329882,0.000722,2.520791,NORMAL
1774379743.422868,0.000722,2.520791,NORMAL
1774379743.4937053,0.000722,2.520791,NORMAL
1774379743.559451,0.000722,2.520791,NORMAL
1774379743.625716,0.000722,2.520791,NORMAL
1774379743.7101388,0.000722,2.520791,NORMAL
1774379743.7807624,0.000722,2.520791,NORMAL
1774379743.857396,0.000722,2.520791,NORMAL
1774379743.9224145,0.000722,2.520791,NORMAL
1774379743.9848974,0.000722,2.520791,NORMAL
1774379744.0445144,0.000722,2.520791,NORMAL
1774379744.1122591,0.000722,2.520791,NORMAL
1774379744.1942973,0.000722,2.520791,NORMAL
1774379744.2617733,0.000722,2.520791,NORMAL
1774379744.3618815,0.000722,2.520791,NORMAL
1774379744.480459,0.000722,2.520791,NORMAL
1774379744.572608,0.000722,2.520791,NORMAL
1774379744.645299,0.000722,2.520791,NORMAL
1774379744.7278543,0.000722,2.520791,NORMAL
1774379744.7932367,0.000722,2.520791,NORMAL
1774379744.8698773,0.000722,2.520791,NORMAL
